TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED,SUPPLEMENTAL_STATUS
1611661327,2026,10,Carla Leite,Carla,carla-leite,0,G,5-9,151,"APR 16, 2004",22.0,1,,1642304,Drafted in 2026 Expansion Draft,0
1611661327,2026,10,Sania Feagin,Sania,sania-feagin,1,F,6-3,,"MAR 15, 2003",23.0,1,South Carolina,1642790,Signed on 06/24/26,1
1611661327,2026,10,Jordan Harrison,Jordan,jordan-harrison,2,G,5-6,132,"APR 26, 2004",22.0,R,West Virginia,1643527,Signed on 04/15/26,0
1611661327,2026,10,Bridget Carleton,Bridget,bridget-carleton,6,F,6-2,190,"MAY 22, 1997",29.0,7,Iowa State,1629524,Drafted in 2026 Expansion Draft,0
1611661327,2026,10,Teja Oblak,Teja,teja-oblak,7,G,5-8,149,"DEC 20, 1990",35.0,R,,1643506,Signed on 04/14/26,0
1611661327,2026,10,Amy Okonkwo,Amy,amy-okonkwo,8,F,6-2,,"AUG 26, 1996",29.0,1,TCU,1629539,Signed on 08/10/26,0
1611661327,2026,10,Nyadiew Puoch,Nyadiew,nyadiew-puoch,13,F,6-3,167,"JUN 23, 2004",22.0,R,Southside,1642296,Drafted in 2026 Expansion Draft,0
1611661327,2026,10,Luisa Geiselsoder,Luisa,luisa-geiselsoder,15,C,6-4,204,"FEB 10, 2000",26.0,1,                                   ,1630143,Drafted in 2026 Expansion Draft,0
1611661327,2026,10,Megan DiLeo,Megan,megan-dileo,17,C,6-4,208,"DEC 13, 1996",29.0,7,Iowa,1629484,Signed on 04/12/26,0
1611661327,2026,10,Frieda Buhner,Frieda,frieda-buhner,20,F-C,6-2,175,"MAY 28, 2004",22.0,R,,1643494,#17 Pick in 2026 Draft,0
1611661327,2026,10,Emily Engstler,Emily,emily-engstler,21,F,6-1,184,"MAY 01, 2000",26.0,4,Louisville,1631083,Drafted in 2026 Expansion Draft,0
1611661327,2026,10,Serah Williams,Serah,serah-williams,25,F,6-4,185,"JAN 17, 2004",22.0,R,Connecticut,1643436,Traded from CON on 04/13/26,0
1611661327,2026,10,Karlie Samuelson,Karlie,karlie-samuelson,44,G,6-0,159,"MAY 10, 1995",31.0,7,Stanford,1628317,Signed on 04/11/26,0
1611661327,2026,10,Holly Winterburn,Holly,holly-winterburn,77,G,5-11,,"OCT 01, 2000",25.0,R,Oregon,1641683,Signed on 05/13/26,0
