gameId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId
0022500214,2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (7:11 PM EST),period,start,1,0,1
0022500214,4,PT12M00.00S,1,1610612765,DET,1630194,Reed,P. Reed,0,0,0,,0,,,0,h,Jump Ball Reed vs. Vucevic: Tip to Jones,Jump Ball,,1,0,2
0022500214,7,PT11M44.00S,1,1610612741,CHI,1641824,Buzelis,M. Buzelis,0,0,0,,0,,,0,v,Buzelis Out of Bounds - Bad Pass Turnover Turnover (P1.T1),Turnover,Out of Bounds - Bad Pass Turnover,1,0,3
0022500214,8,PT11M25.00S,1,1610612765,DET,1629130,Robinson,D. Robinson,-136,220,26,Made,1,3,0,3,h,Robinson 26' 3PT Pullup Jump Shot (3 PTS) (Reed 1 AST),Made Shot,Pullup Jump shot,1,3,4
0022500214,9,PT11M10.00S,1,1610612741,CHI,1641824,Buzelis,M. Buzelis,-21,31,4,Missed,1,,,0,v,MISS Buzelis 4' Driving Finger Roll Layup,Missed Shot,Driving Finger Roll Layup Shot,1,2,5
0022500214,10,PT11M08.00S,1,1610612765,DET,1629130,Robinson,D. Robinson,0,0,0,,0,,,0,h,Robinson REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,6
0022500214,11,PT11M01.00S,1,1610612765,DET,1641842,Holland II,R. Holland II,-29,30,4,Missed,1,,,0,h,MISS Holland II 4' Driving Layup,Missed Shot,Driving Layup Shot,1,2,7
0022500214,12,PT10M58.00S,1,1610612765,DET,1630194,Reed,P. Reed,0,0,0,,0,,,0,h,Reed REBOUND (Off:1 Def:0),Rebound,Unknown,1,0,8
0022500214,13,PT10M46.00S,1,1610612765,DET,1642450,Jenkins,D. Jenkins,197,159,25,Missed,1,,,0,h,MISS Jenkins 25' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,1,3,9
0022500214,14,PT10M43.00S,1,1610612741,CHI,1641824,Buzelis,M. Buzelis,0,0,0,,0,,,0,v,Buzelis REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,10
0022500214,15,PT10M38.00S,1,1610612741,CHI,1630171,Okoro,I. Okoro,15,22,3,Missed,1,,,0,v,MISS Okoro 3' Running Layup,Missed Shot,Running Layup Shot,1,2,11
0022500214,15,PT10M38.00S,1,1610612765,DET,1630194,Reed,P. Reed,0,0,0,,0,,,0,h,Reed BLOCK (1 BLK),,,1,2,12
0022500214,17,PT10M38.00S,1,0,,1610612741,,,0,0,0,,0,,,0,v,Bulls Rebound,Rebound,Unknown,0,0,13
0022500214,19,PT10M30.00S,1,1610612741,CHI,202696,Vučević,N. Vučević,4,131,13,Made,1,3,2,5,v,Vucevic 13' Floating Jump Shot (2 PTS) (Okoro 1 AST),Made Shot,Floating Jump shot,1,2,14
0022500214,21,PT10M18.00S,1,1610612765,DET,1629130,Robinson,D. Robinson,104,240,26,Made,1,6,2,8,h,Robinson 26' 3PT Pullup Jump Shot (6 PTS) (Jenkins 1 AST),Made Shot,Pullup Jump shot,1,3,15
0022500214,23,PT10M08.00S,1,1610612741,CHI,1630200,Jones,T. Jones,0,0,0,,0,,,0,v,Jones Lost Ball Turnover (P1.T2),Turnover,Lost Ball,1,0,16
0022500214,23,PT10M08.00S,1,1610612765,DET,1630194,Reed,P. Reed,0,0,0,,0,,,0,h,Reed STEAL (1 STL),,,1,0,17
0022500214,25,PT10M00.00S,1,1610612765,DET,1630194,Reed,P. Reed,-37,251,25,Made,1,9,2,11,h,Reed 25' 3PT Jump Shot (3 PTS) (Jenkins 2 AST),Made Shot,Jump Shot,1,3,18
0022500214,27,PT09M40.00S,1,1610612741,CHI,1628989,Huerter,K. Huerter,-13,50,5,Made,1,9,4,13,v,Huerter 5' Driving Floating Jump Shot (2 PTS),Made Shot,Driving Floating Jump Shot,1,2,19
0022500214,29,PT09M34.00S,1,1610612741,CHI,1630200,Jones,T. Jones,0,0,0,,0,,,0,v,Jones P.FOUL (P1.T1) (R.Acosta),Foul,Personal,1,0,20
0022500214,31,PT09M21.00S,1,1610612765,DET,1629130,Robinson,D. Robinson,-221,141,26,Made,1,12,4,16,h,Robinson 26' 3PT Jump Shot (9 PTS) (Jenkins 3 AST),Made Shot,Jump Shot,1,3,21
0022500214,33,PT09M10.00S,1,1610612741,CHI,1628989,Huerter,K. Huerter,224,58,0,Missed,1,,,0,v,MISS Huerter 3PT Jump Shot,Missed Shot,Jump Shot,1,3,22
