tip_win_team,tip_to_player,first_shot_player,first_shot_team,first_shot_made,first_basket_player,first_basket_team,game_id
,Hauser,N. Queta,BOS,1,N. Queta,BOS,0022500388
,Siakam,A. Nembhard,IND,0,S. Bey,NOP,0022500389
,Miller,D. Robinson,DET,0,L. Ball,CHA,0022500390
,George,B. Carrington,WAS,1,B. Carrington,WAS,0022500391
,Gillespie,D. Booker,PHX,1,D. Booker,PHX,0022500392
,George,K. George,UTA,0,K. George,UTA,0022500393
,Westbrook,T. Camara,POR,0,D. Clingan,POR,0022500394
,Doncic,L. Dončić,LAL,0,J. Harden,LAC,0022500395
,Johnson,O. Okongwu,ATL,1,O. Okongwu,ATL,0022500396
,Clowney,N. Clowney,BKN,0,T. Mann,BKN,0022500397
,Hart,J. Brunson,NYK,0,D. Mitchell,MIA,0022500398
,Castle,L. Kornet,SAS,1,L. Kornet,SAS,0022500399
,Edwards,J. McDaniels,MIN,0,B. Portis,MIL,0022500400
,Achiuwa,R. Westbrook,SAC,1,R. Westbrook,SAC,0022500401
,,B. Miller,CHA,0,L. Ball,CHA,0022500402
,Pritchard,D. White,BOS,1,D. White,BOS,0022500403
,Nembhard,A. Davis,DAL,1,A. Davis,DAL,0022500404
,Watson,N. Jokić,DEN,1,N. Jokić,DEN,0022500405
,Coward,J. Jackson Jr.,MEM,0,J. Landale,MEM,0022500406
,Jones,M. Moody,GSW,0,D. Green,GSW,0022500407
,Thompson,A. Thompson,DET,0,J. Duren,DET,0022500408
,Miller,M. Bridges,CHA,0,B. Coulibaly,WAS,0022500409
,Maxey,T. Maxey,PHI,0,J. Embiid,PHI,0022500410
,Okoro,N. Alexander-Walker,ATL,1,N. Alexander-Walker,ATL,0022500411
,Garland,T. Murphy III,NOP,1,T. Murphy III,NOP,0022500412
,Portis,M. Turner,MIL,0,B. Mathurin,IND,0022500413
,Mitchell,S. Mamukelashvili,TOR,1,S. Mamukelashvili,TOR,0022500414
,Marshall,A. Davis,DAL,1,A. Davis,DAL,0022500415
,Kolek,K. Towns,NYK,0,J. Randle,MIN,0022500416
,Gilgeous-Alexander,C. Holmgren,OKC,0,C. Holmgren,OKC,0022500417
,Smart,M. Smart,LAL,0,J. LaRavia,LAL,0022500418
,Spencer,J. Jackson Jr.,MEM,0,S. Aldama,MEM,0022500419
,Jones,A. Black,ORL,1,A. Black,ORL,0022500420
,Achiuwa,P. Achiuwa,SAC,1,P. Achiuwa,SAC,0022500421
,Harden,J. Collins,LAC,0,K. Durant,HOU,0022500422
,Larsson,N. Powell,MIA,1,N. Powell,MIA,0022500423
,Jones,T. Jones,ORL,1,T. Jones,ORL,0022500424
,McCollum,K. Middleton,WAS,0,K. Middleton,WAS,0022500425
,Siakam,A. Nembhard,IND,1,A. Nembhard,IND,0022500426
,Maxey,P. George,PHI,0,T. Maxey,PHI,0022500427
,Aldama,C. Coward,MEM,0,K. Porter Jr.,MIL,0022500428
,Gillespie,R. O'Neale,PHX,0,T. Murphy III,NOP,0022500429
,Cunningham,C. Cunningham,DET,1,C. Cunningham,DET,0022500430
,Harden,S. Sharpe,POR,1,S. Sharpe,POR,0022500431
,Achiuwa,D. Gafford,DAL,1,D. Gafford,DAL,0022500432
DEN,S. Jones,J. Murray,DEN,1,J. Murray,DEN,0022500433
,Gillespie,R. O'Neale,PHX,0,J. Fears,NOP,0022500434
,Brunson,M. Diawara,NYK,0,J. Brunson,NYK,0022500435
,Siakam,A. Nembhard,IND,1,A. Nembhard,IND,0022500436
,Okoro,M. Buzelis,CHI,0,C. White,CHI,0022500437
,Garland,S. Merrill,CLE,1,S. Merrill,CLE,0022500438
,Randle,J. Randle,MIN,0,T. Mann,BKN,0022500439
,Castle,S. Castle,SAS,0,B. Sensabaugh,UTA,0022500440
,Curry,Q. Post,GSW,1,Q. Post,GSW,0022500441
,Barlow,S. Gilgeous-Alexander,OKC,1,S. Gilgeous-Alexander,OKC,0022500442
,Aldama,J. Morant,MEM,1,J. Morant,MEM,0022500443
,Avdija,J. Brown,BOS,1,J. Brown,BOS,0022500444
,Harden,K. Leonard,LAC,1,K. Leonard,LAC,0022500445
,Smart,L. James,LAL,1,L. James,LAL,0022500446
,Miller,B. Miller,CHA,0,L. Ball,CHA,0022500447
,Gillespie,D. Booker,PHX,0,B. Coulibaly,WAS,0022500448
,Mann,M. Porter Jr.,BKN,1,M. Porter Jr.,BKN,0022500449
,Murray,N. Jokić,DEN,0,B. Adebayo,MIA,0022500450
,Jones,D. Bane,ORL,0,O. Agbaji,TOR,0022500451
,Randle,J. McDaniels,MIN,0,D. DiVincenzo,MIN,0022500452
,Mathurin,B. Mathurin,IND,0,J. Huff,IND,0022500453
,Diawara,M. Diawara,NYK,1,M. Diawara,NYK,0022500454
,Wallace,V. Krejčí,ATL,0,D. Daniels,ATL,0022500455
,Castle,D. Fox,SAS,0,E. Mobley,CLE,0022500456
,Cissoko,D. Avdija,POR,0,D. Gafford,DAL,0022500457
,Morant,J. Morant,MEM,1,J. Morant,MEM,0022500458
,Sensabaugh,K. George,UTA,0,K. George,UTA,0022500459
,Cunningham,T. Harris,DET,1,T. Harris,DET,0022500460
,Harden,K. Dunn,LAC,1,K. Dunn,LAC,0022500461
,Green,M. Moody,GSW,0,K. Knueppel,CHA,0022500462
,Johnson,Z. Risacher,ATL,1,Z. Risacher,ATL,0022500463
,Suggs,P. Banchero,ORL,1,P. Banchero,ORL,0022500464
,Gillespie,R. O'Neale,PHX,1,R. O'Neale,PHX,0022500465
,Fears,Z. Williamson,NOP,1,Z. Williamson,NOP,0022500466
,Castle,V. Wembanyama,SAS,1,V. Wembanyama,SAS,0022500467
DEN,S. Jones,J. Valančiūnas,DEN,1,J. Valančiūnas,DEN,0022500468
,McCollum,A. Sarr,WAS,0,G. Antetokounmpo,MIL,0022500469
,Avdija,S. Cissoko,POR,1,S. Cissoko,POR,0022500470
,Eason,A. Sengun,HOU,1,A. Sengun,HOU,0022500471
,Adebayo,A. Wiggins,MIA,1,A. Wiggins,MIA,0022500472
,Flagg,C. Flagg,DAL,1,C. Flagg,DAL,0022500473
,White,P. Achiuwa,SAC,1,P. Achiuwa,SAC,0022500474
,Harden,K. Leonard,LAC,0,J. Collins,LAC,0022500475
,Kornet,J. Champagnie,SAS,0,A. Nembhard,IND,0022500476
,Clowney,D. Sharpe,BKN,1,D. Sharpe,BKN,0022500477
,Mobley,D. Garland,CLE,0,S. Jones,DEN,0022500478
,Hukporti,M. Bridges,NYK,0,M. McBride,NYK,0022500479
,Black,P. Banchero,ORL,1,P. Banchero,ORL,0022500480
,Ball,K. Knueppel,CHA,0,M. Bridges,CHA,0022500481
,Avdija,D. Avdija,POR,0,J. Fears,NOP,0022500482
,Gillespie,D. Booker,PHX,0,D. Booker,PHX,0022500483
,Wallace,J. Williams,OKC,1,J. Williams,OKC,0022500484
,Smart,M. Smart,LAL,1,M. Smart,LAL,0022500485
,Edwards,D. DiVincenzo,MIN,0,R. Gobert,MIN,0022500486
,Towns,M. Bridges,NYK,0,M. Bridges,NYK,0022500487
,Alexander-Walker,O. Okongwu,ATL,1,O. Okongwu,ATL,0022500488
,Ball,K. Knueppel,CHA,1,K. Knueppel,CHA,0022500489
,Camara,D. Clingan,POR,1,D. Clingan,POR,0022500490
,Thompson,J. Smith Jr.,HOU,0,A. Thompson,HOU,0022500491
,Green,M. Moody,GSW,0,L. Markkanen,UTA,0022500492
,Brown,D. White,BOS,1,D. White,BOS,0022500493
,Stewart,C. Cunningham,DET,1,C. Cunningham,DET,0022500494
,Black,A. Black,ORL,1,A. Black,ORL,0022500495
,Braun,T. Mann,BKN,1,T. Mann,BKN,0022500496
,Mitchell,D. Mitchell,MIA,1,D. Mitchell,MIA,0022500497
,Edwards,J. Randle,MIN,0,A. Edwards,MIN,0022500498
,Gillespie,R. O'Neale,PHX,0,S. Gilgeous-Alexander,OKC,0022500499
,Westbrook,K. Porter Jr.,MIL,1,K. Porter Jr.,MIL,0022500500
,Smart,D. Ayton,LAL,1,D. Ayton,LAL,0022500501
,Towns,D. Robinson,DET,1,D. Robinson,DET,0022500502
,Pritchard,J. Brown,BOS,0,N. Queta,BOS,0022500503
,Johnson,R. Barrett,TOR,1,R. Barrett,TOR,0022500504
,Smith Jr.,K. Durant,HOU,0,C. Gillespie,PHX,0022500505
,Wiggins,C. Holmgren,OKC,1,C. Holmgren,OKC,0022500506
,Watson,S. Jones,DEN,1,S. Jones,DEN,0022500507
,Butler III,S. Curry,GSW,0,K. Sanders,LAC,0022500508
,Avdija,K. Murray,POR,0,J. Nurkić,UTA,0022500509
,Mobley,E. Mobley,CLE,1,E. Mobley,CLE,0022500510
,Black,B. Coulibaly,WAS,1,B. Coulibaly,WAS,0022500511
,Spencer,J. Wells,MEM,0,S. Castle,SAS,0022500512
,McDaniels,A. Edwards,MIN,1,A. Edwards,MIN,0022500513
LAL,L. James,L. James,LAL,1,L. James,LAL,0022500514
,Achiuwa,D. DeRozan,SAC,1,D. DeRozan,SAC,0022500515
,Barrett,S. Barnes,TOR,0,L. Ball,CHA,0022500516
,Thompson,I. Stewart,DET,1,I. Stewart,DET,0022500517
,Edgecombe,J. Embiid,PHI,1,J. Embiid,PHI,0022500518
,Daniels,M. Gueye,ATL,1,M. Gueye,ATL,0022500519
,Pritchard,D. White,BOS,0,J. Murray,DEN,0022500520
,Black,W. Carter Jr.,ORL,1,W. Carter Jr.,ORL,0022500521
,Collins,K. Dunn,LAC,0,K. Leonard,LAC,0022500522
,LaRavia,S. Castle,SAS,0,L. Dončić,LAL,0022500523
,Gillespie,D. Brooks,PHX,0,J. Jackson Jr.,MEM,0022500524
,George,K. George,UTA,1,K. George,UTA,0022500525
MIL,G. Antetokounmpo,G. Antetokounmpo,MIL,1,G. Antetokounmpo,MIL,0022500526
,Camara,D. Clingan,POR,0,K. Durant,HOU,0022500527
,Jackson,A. Nesmith,IND,0,C. Sexton,CHA,0022500528
,Powell,B. Adebayo,MIA,1,B. Adebayo,MIA,0022500529
,Mobley,D. Garland,CLE,0,A. Edwards,MIN,0022500530
,Marshall,M. Christie,DAL,1,M. Christie,DAL,0022500531
,Brown,R. Barrett,TOR,0,P. Pritchard,BOS,0022500532
,Bane,W. Carter Jr.,ORL,1,W. Carter Jr.,ORL,0022500533
,George,T. Johnson,WAS,0,J. Fears,NOP,0022500534
,Mann,N. Clowney,BKN,0,J. Collins,LAC,0022500535
,Wiggins,A. Mitchell,OKC,1,A. Mitchell,OKC,0022500536
,Alexander-Walker,N. Alexander-Walker,ATL,0,D. Holmes II,DEN,0022500537
,Gillespie,C. Gillespie,PHX,0,M. McBride,NYK,0022500538
,Green,Q. Post,GSW,1,Q. Post,GSW,0022500539
,Smith Jr.,T. Camara,POR,1,T. Camara,POR,0022500540
,Doncic,L. Dončić,LAL,1,L. Dončić,LAL,0022500541
,Randle,S. Merrill,CLE,0,R. Gobert,MIN,0022500542
,Mitchell,P. Siakam,IND,1,P. Siakam,IND,0022500543
,Zubac,P. Reed,DET,1,P. Reed,DET,0022500544
,Pritchard,P. Pritchard,BOS,0,D. Fox,SAS,0022500545
,Buzelis,N. Marshall,DAL,0,C. White,CHI,0022500546
,Knueppel,B. Miller,CHA,1,B. Miller,CHA,0022500547
,Penda,N. Penda,ORL,1,N. Penda,ORL,0022500548
,Mann,N. Clowney,BKN,0,C. Coward,MEM,0022500549
,Oubre Jr.,J. Shead,TOR,1,J. Shead,TOR,0022500550
,Cissoko,T. Camara,POR,0,D. Avdija,POR,0022500551
,Castle,V. Wembanyama,SAS,0,D. Fox,SAS,0022500552
,Herro,A. Wiggins,MIA,0,J. Williams,OKC,0022500553
,Tyson,A. Gordon,DEN,1,A. Gordon,DEN,0022500554
,Gillespie,R. O'Neale,PHX,1,R. O'Neale,PHX,0022500555
,Green,V. Krejčí,ATL,0,S. Curry,GSW,0022500556
,Achiuwa,Z. LaVine,SAC,1,Z. LaVine,SAC,0022500557
,Nurkic,E. Mobley,CLE,0,J. Allen,CLE,0022500558
,Siakam,A. Nembhard,IND,0,N. Queta,BOS,0022500559
,Quickley,B. Ingram,TOR,1,B. Ingram,TOR,0022500560
,Powell,N. Claxton,BKN,1,N. Claxton,BKN,0022500561
,LaRavia,L. James,LAL,1,L. James,LAL,0022500562
,Harden,J. Collins,LAC,0,M. Diabaté,CHA,0022500563
,Gillespie,R. O'Neale,PHX,0,B. Adebayo,MIA,0022500564
,Smith Jr.,A. Sengun,HOU,0,N. Vučević,CHI,0022500565
,Randle,J. Randle,MIN,1,J. Randle,MIN,0022500566
,Pickett,J. Murray,DEN,1,J. Murray,DEN,0022500567
,Castle,S. Castle,SAS,1,S. Castle,SAS,0022500568
LAL,L. James,L. Dončić,LAL,0,D. Ayton,LAL,0022500569
,Curry,J. Butler III,GSW,0,D. Green,GSW,0022500570
,Siakam,C. Murray-Boyles,TOR,0,C. Murray-Boyles,TOR,0022500571
,Garland,D. Garland,CLE,1,D. Garland,CLE,0022500572
,Collier,K. George,UTA,0,N. Vučević,CHI,0022500573
,Bey,S. Bey,NOP,1,S. Bey,NOP,0022500574
,Marshall,P. Washington,DAL,0,D. Gafford,DAL,0022500575
,Bridges,J. Brunson,NYK,1,J. Brunson,NYK,0022500576
,Harden,B. Lopez,LAC,0,K. Middleton,WAS,0022500577
ORL,F. Wagner,W. Carter Jr.,ORL,0,P. Banchero,ORL,0022500578
,Allen,D. Brooks,PHX,0,T. Harris,DET,0022500579
,Pritchard,A. Wiggins,MIA,1,A. Wiggins,MIA,0022500580
,Okogie,J. Okogie,HOU,0,L. Dort,OKC,0022500581
,Castle,A. Green,MIL,0,A. Green,MIL,0022500582
,Marshall,K. Filipowski,UTA,1,K. Filipowski,UTA,0022500583
,Hart,M. McBride,NYK,1,M. McBride,NYK,0022500584
,Cissoko,S. Cissoko,POR,1,S. Cissoko,POR,0022500585
LAL,L. James,L. Dončić,LAL,0,M. Bridges,CHA,0022500586
,Demin,M. Porter Jr.,BKN,1,M. Porter Jr.,BKN,0022500587
,Siakam,J. Furphy,IND,0,P. Siakam,IND,0022500588
,Mobley,E. Mobley,CLE,1,E. Mobley,CLE,0022500589
,Harden,K. Sanders,LAC,0,J. Shead,TOR,0022500590
,Okogie,K. Durant,HOU,0,D. DiVincenzo,MIN,0022500591
,LaVine,D. DeRozan,SAC,1,D. DeRozan,SAC,0022500592
,Martin,M. Christie,DAL,0,N. Marshall,DAL,0022500593
,White,J. Brown,BOS,0,C. McCollum,ATL,0022500594
IND,Q. Jackson,Q. Jackson,IND,0,D. Robinson,DET,0022500595
,Gillespie,D. Booker,PHX,1,D. Booker,PHX,0022500596
,Powell,B. Adebayo,MIA,1,B. Adebayo,MIA,0022500597
,Castle,D. Fox,SAS,1,D. Fox,SAS,0022500598
,Green,S. Curry,GSW,0,M. Moody,GSW,0022500599
,Murray,J. Pickett,DEN,1,J. Pickett,DEN,0022500600
LAL,L. James,L. James,LAL,0,J. Holiday,POR,0022500601
,Morant,J. Jackson Jr.,MEM,1,J. Jackson Jr.,MEM,0022500602
,Clowney,N. Claxton,BKN,0,E. Dëmin,BKN,0022500603
,Smith Jr.,A. Sengun,HOU,0,A. Thompson,HOU,0022500604
,Bridges,B. Miller,CHA,1,B. Miller,CHA,0022500605
,Achiuwa,D. DeRozan,SAC,1,D. DeRozan,SAC,0022500606
LAL,L. James,L. Dončić,LAL,0,C. Murray-Boyles,TOR,0022500607
,Harden,I. Zubac,LAC,1,I. Zubac,LAC,0022500608
,Siakam,A. Nembhard,IND,0,K. Oubre Jr.,PHI,0022500609
,Mann,M. Porter Jr.,BKN,0,D. Brooks,PHX,0022500610
,George,J. Nurkić,UTA,1,J. Nurkić,UTA,0022500611
,Moody,M. Moody,GSW,0,A. Wiggins,MIA,0022500612
,Gillespie,K. Oubre Jr.,PHI,1,K. Oubre Jr.,PHI,0022500613
,,M. Buzelis,CHI,0,J. Harden,LAC,0022500614
,Fox,S. Castle,SAS,0,A. Thompson,HOU,0022500615
,George,A. Bailey,UTA,0,K. George,UTA,0022500616
,Murray,J. Pickett,DEN,1,J. Pickett,DEN,0022500617
,Quickley,S. Barnes,TOR,1,S. Barnes,TOR,0022500618
,Larsson,B. Adebayo,MIA,0,Z. LaVine,SAC,0022500619
,James,B. Miller,CHA,0,D. Mitchell,CLE,0022500620
,Hauser,S. Hauser,BOS,1,S. Hauser,BOS,0022500621
,Bridges,J. Brunson,NYK,1,J. Brunson,NYK,0022500622
,Morant,J. Jackson Jr.,MEM,0,J. Wells,MEM,0022500623
,,J. Duren,DET,1,J. Duren,DET,0022500624
,Kuzma,K. Kuzma,MIL,0,C. Holmgren,OKC,0022500625
,Westbrook,Z. LaVine,SAC,1,Z. LaVine,SAC,0022500626
,Bane,D. Bane,ORL,1,D. Bane,ORL,0022500627
,Oubre Jr.,T. Maxey,PHI,0,P. George,PHI,0022500628
,Watson,J. Valančiūnas,DEN,1,J. Valančiūnas,DEN,0022500629
,Flagg,M. Christie,DAL,0,C. Flagg,DAL,0022500630
,Edwards,A. Edwards,MIN,1,A. Edwards,MIN,0022500631
,Castle,J. Nurkić,UTA,1,J. Nurkić,UTA,0022500632
,Doncic,J. LaRavia,LAL,1,J. LaRavia,LAL,0022500633
,Jakucionis,B. Adebayo,MIA,0,D. Avdija,POR,0022500634
,Cunningham,A. Thompson,HOU,0,K. Durant,HOU,0022500635
,Gillespie,R. O'Neale,PHX,0,D. Booker,PHX,0022500636
,Clowney,N. Clowney,BKN,0,S. Hauser,BOS,0022500637
,Mobley,D. Mitchell,CLE,1,D. Mitchell,CLE,0022500638
,Spencer,C. Coward,MEM,1,C. Coward,MEM,0022500639
,Rollins,M. Turner,MIL,1,M. Turner,MIL,0022500640
,Wallace,C. Holmgren,OKC,1,C. Holmgren,OKC,0022500641
,Mamukelashvili,S. Mamukelashvili,TOR,0,S. Mamukelashvili,TOR,0022500642
,Bridges,K. Towns,NYK,1,K. Towns,NYK,0022500643
,Randle,J. Randle,MIN,1,J. Randle,MIN,0022500644
,Carrington,K. George,WAS,0,B. Miller,CHA,0022500645
,Mitchell,E. Mobley,CLE,0,J. Suggs,ORL,0022500646
,Smith,I. Okoro,CHI,0,J. Brown,BOS,0022500647
LAL,L. James,L. James,LAL,1,L. James,LAL,0022500648
,Mykhailiuk,J. Nurkić,UTA,1,J. Nurkić,UTA,0022500649
,,J. Duren,DET,1,J. Duren,DET,0022500650
DEN,S. Jones,J. Murray,DEN,1,J. Murray,DEN,0022500651
,Rollins,K. Kuzma,MIL,0,K. Kuzma,MIL,0022500652
OKC,J. Williams,C. Wallace,OKC,0,I. Quickley,TOR,0022500653
,Wembanyama,S. Castle,SAS,0,S. Bey,NOP,0022500654
,Jakucionis,B. Adebayo,MIA,1,B. Adebayo,MIA,0022500655
,Mann,M. Porter Jr.,BKN,1,M. Porter Jr.,BKN,0022500656
,Barlow,D. Barlow,PHI,0,A. Drummond,PHI,0022500657
,Mobley,D. Wade,CLE,0,E. Mobley,CLE,0022500658
,Johnson,C. Kispert,ATL,0,C. Kispert,ATL,0022500659
,Cissoko,D. Clingan,POR,0,N. Queta,BOS,0022500660
,Doncic,M. Smart,LAL,0,L. James,LAL,0022500661
,Smith Jr.,J. Jackson Jr.,MEM,0,T. Eason,HOU,0022500662
,Conley,P. Spencer,GSW,1,P. Spencer,GSW,0022500663
,Avdija,T. Camara,POR,1,T. Camara,POR,0022500664
,Achiuwa,D. DeRozan,SAC,1,D. DeRozan,SAC,0022500665
,Edgecombe,T. Maxey,PHI,1,T. Maxey,PHI,0022500666
OKC,J. Williams,L. Dort,OKC,0,D. Queen,NOP,0022500667
,Pickett,T. Harris,DET,0,T. Harris,DET,0022500668
,O'Neale,M. Williams,PHX,0,M. Williams,PHX,0022500669
,Collier,K. Love,UTA,0,A. Bailey,UTA,0022500670
,Mitchell,J. Allen,CLE,0,J. Allen,CLE,0022500671
,Siakam,A. Nesmith,IND,0,M. Buzelis,CHI,0022500672
,Daniels,O. Okongwu,ATL,1,O. Okongwu,ATL,0022500673
,Powell,B. Adebayo,MIA,0,D. Bane,ORL,0022500674
,Hart,K. Towns,NYK,0,C. Murray-Boyles,TOR,0022500675
,Spencer,C. Coward,MEM,0,J. Jackson Jr.,MEM,0022500676
,Martin,J. Randle,MIN,1,J. Randle,MIN,0022500677
,George,K. George,UTA,1,K. George,UTA,0022500678
,Barnes,A. Sengun,HOU,1,A. Sengun,HOU,0022500679
,Edgecombe,P. George,PHI,0,P. Achiuwa,SAC,0022500680
,George,T. Johnson,WAS,0,A. Sarr,WAS,0022500681
,Kispert,D. Daniels,ATL,0,C. Kispert,ATL,0022500682
,Knueppel,B. Miller,CHA,0,L. Ball,CHA,0022500683
,Pickett,J. Valančiūnas,DEN,0,M. Porter Jr.,BKN,0022500684
,Gillespie,D. Brooks,PHX,0,J. Duren,DET,0022500685
OKC,J. Williams,A. Edwards,MIN,1,A. Edwards,MIN,0022500686
,Suggs,J. Suggs,ORL,1,J. Suggs,ORL,0022500687
,LaRavia,D. Ayton,LAL,1,D. Ayton,LAL,0022500688
,Pritchard,N. Queta,BOS,1,N. Queta,BOS,0022500689
,Hart,T. Camara,POR,0,O. Anunoby,NYK,0022500690
,Spencer,J. Jackson Jr.,MEM,1,J. Jackson Jr.,MEM,0022500691
,Jakucionis,A. Wiggins,MIA,0,M. Gardner,MIA,0022500692
,Wade,G. Allen,PHX,1,G. Allen,PHX,0022500693
,Mykhailiuk,C. Williams,UTA,1,C. Williams,UTA,0022500694
,Jones,S. Jones,DEN,0,S. Jones,DEN,0022500695
,Green,C. Cunningham,DET,1,C. Cunningham,DET,0022500696
,Fox,V. Wembanyama,SAS,1,V. Wembanyama,SAS,0022500697
,Risacher,D. Daniels,ATL,1,D. Daniels,ATL,0022500698
,Edgecombe,T. Maxey,PHI,1,T. Maxey,PHI,0022500699
,Randle,J. McDaniels,MIN,0,T. Jerome,MEM,0022500700
,Thompson,J. Smith Jr.,HOU,0,P. Washington,DAL,0022500701
,Kuzma,J. Brown,BOS,0,R. Rollins,MIL,0022500702
,Vassell,D. Vassell,SAS,1,D. Vassell,SAS,0022500703
,,D. Wolf,BKN,0,D. Wolf,BKN,0022500704
,Mitchell,I. Okoro,CHI,0,A. Wiggins,MIA,0022500705
,Collier,A. Bailey,UTA,0,I. Quickley,TOR,0022500706
,Clifford,M. Raynaud,SAC,1,M. Raynaud,SAC,0022500707
,Hart,M. Bridges,NYK,0,L. Dončić,LAL,0022500708
,Leonard,K. Leonard,LAC,0,G. Allen,PHX,0022500709
,Camara,S. Sharpe,POR,1,S. Sharpe,POR,0022500710
,Wallace,P. Watson,DEN,0,C. Wallace,OKC,0022500711
,Ball,K. Knueppel,CHA,1,K. Knueppel,CHA,0022500712
,Nesmith,A. Sengun,HOU,0,A. Sengun,HOU,0022500713
,Jerome,J. Landale,MEM,0,A. Edwards,MIN,0022500714
,Maxey,J. Embiid,PHI,1,J. Embiid,PHI,0022500715
,Harris,J. Pickett,DEN,0,P. Watson,DEN,0022500716
,Collier,L. Markkanen,UTA,1,L. Markkanen,UTA,0022500717
,Hart,J. Brunson,NYK,1,J. Brunson,NYK,0022500718
,Porter Jr.,E. Dëmin,BKN,1,E. Dëmin,BKN,0022500719
,Gardner,B. Adebayo,MIA,0,S. Fontecchio,MIA,0022500720
,Flagg,N. Marshall,DAL,0,J. Brown,BOS,0022500721
,Kuzma,J. Smith,CHI,1,J. Smith,CHI,0022500722
,Black,J. Suggs,ORL,0,L. Dort,OKC,0022500723
,Maxey,T. Maxey,PHI,0,B. Podziemski,GSW,0022500724
,Brooks,D. Clingan,POR,1,D. Clingan,POR,0022500725
,Murray,J. Brunson,NYK,1,J. Brunson,NYK,0022500726
,Edwards,J. Randle,MIN,1,J. Randle,MIN,0022500727
,Harper Jr.,D. White,BOS,1,D. White,BOS,0022500728
,Rollins,R. Rollins,MIL,0,S. Bey,NOP,0022500729
,Castle,V. Wembanyama,SAS,0,D. Vassell,SAS,0022500730
,DeRozan,D. Hunter,SAC,1,D. Hunter,SAC,0022500731
,Mitchell,J. Tyson,CLE,1,J. Tyson,CLE,0022500732
,George,J. Champagnie,WAS,0,A. Sarr,WAS,0022500733
,Suggs,W. Carter Jr.,ORL,0,J. Suggs,ORL,0022500734
,Johnson,Z. Risacher,ATL,0,D. Daniels,ATL,0022500735
,Murray-Boyles,B. Ingram,TOR,1,B. Ingram,TOR,0022500736
,Miller,L. Ball,CHA,1,L. Ball,CHA,0022500737
,Champagnie,H. Barnes,SAS,0,M. Christie,DAL,0022500738
,Gillespie,G. Allen,PHX,0,M. Williams,PHX,0022500739
,Maxey,T. Maxey,PHI,1,T. Maxey,PHI,0022500740
,Wiggins,N. Powell,MIA,1,N. Powell,MIA,0022500741
,Cunningham,I. Stewart,DET,1,I. Stewart,DET,0022500742
,Siakam,A. Nesmith,IND,0,P. Siakam,IND,0022500743
,Williamson,A. Edwards,MIN,1,A. Edwards,MIN,0022500744
,Camara,J. Grant,POR,0,O. Prosper,MEM,0022500745
,Westbrook,D. Hunter,SAC,1,D. Hunter,SAC,0022500746
,Clowney,J. Watkins,WAS,0,W. Riley,WAS,0022500747
,Wallace,C. Wallace,OKC,1,C. Wallace,OKC,0022500748
,Vassell,D. Fox,SAS,0,V. Wembanyama,SAS,0022500749
,Jackson Jr.,J. Jackson Jr.,UTA,0,J. Jackson Jr.,UTA,0022500750
,Alexander-Walker,Z. Risacher,ATL,1,Z. Risacher,ATL,0022500751
,Okoro,G. Yabusele,CHI,0,C. Johnson,DEN,0022500752
,Santos,M. Moody,GSW,0,P. Spencer,GSW,0022500753
,O'Neale,C. Gillespie,PHX,1,C. Gillespie,PHX,0022500754
,Camara,D. Clingan,POR,0,J. Holiday,POR,0022500755
,Westbrook,R. Westbrook,SAC,1,R. Westbrook,SAC,0022500756
,Hart,M. Bridges,NYK,1,M. Bridges,NYK,0022500757
,Mitchell,N. Powell,MIA,0,B. Carrington,WAS,0022500758
,Quickley,B. Ingram,TOR,1,B. Ingram,TOR,0022500759
,Jones Jr.,K. Leonard,LAC,0,A. Edwards,MIN,0022500760
,Thompson,D. Robinson,DET,1,D. Robinson,DET,0022500761
,Buzelis,M. Buzelis,CHI,1,M. Buzelis,CHI,0022500762
,Collier,I. Collier,UTA,0,J. Jackson Jr.,UTA,0022500763
,Suggs,D. Bane,ORL,0,A. Green,MIL,0022500764
,McDaniels,A. Edwards,MIN,1,A. Edwards,MIN,0022500765
,Achiuwa,D. DeRozan,SAC,1,D. DeRozan,SAC,0022500766
,Murray,D. Mitchell,CLE,0,J. Allen,CLE,0022500767
,Spencer,T. Jerome,MEM,0,C. Coward,MEM,0022500768
,Smart,J. Williams,OKC,0,C. Wallace,OKC,0022500769
,Grant,D. Avdija,POR,1,D. Avdija,POR,0022500770
,Hart,K. Towns,NYK,1,K. Towns,NYK,0022500771
,Smith Jr.,J. Smith Jr.,HOU,1,J. Smith Jr.,HOU,0022500772
,Gillespie,D. Brooks,PHX,0,D. Brooks,PHX,0022500773
,Champagnie,J. Champagnie,SAS,1,J. Champagnie,SAS,0022500774
,Alexander-Walker,G. Williams,CHA,0,B. Miller,CHA,0022500775
,Harden,J. Allen,CLE,1,J. Allen,CLE,0022500776
,Suggs,W. Carter Jr.,ORL,0,J. Sims,MIL,0022500777
,Hauser,N. Queta,BOS,1,N. Queta,BOS,0022500778
,Walker,J. Walker,IND,1,J. Walker,IND,0022500779
,Maxey,T. Maxey,PHI,0,A. Bona,PHI,0022500780
,Quickley,B. Ingram,TOR,0,P. Reed,DET,0022500781
,Jones Jr.,K. Leonard,LAC,0,K. Leonard,LAC,0022500782
,McDaniels,J. McDaniels,MIN,1,J. McDaniels,MIN,0022500783
,Gardner,K. Ware,MIA,1,K. Ware,MIA,0022500784
