gameId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId
0022500557,2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (9:11 PM EST),period,start,1,0,1
0022500557,4,PT12M00.00S,1,1610612758,SAC,1642875,Raynaud,M. Raynaud,0,0,0,,0,,,0,h,Jump Ball Raynaud vs. Sengun: Tip to Achiuwa,Jump Ball,,1,0,2
0022500557,7,PT11M36.00S,1,1610612758,SAC,203897,LaVine,Z. LaVine,135,104,17,Made,1,2,0,2,h,LaVine 17' Fadeaway Jumper (2 PTS) (DeRozan 1 AST),Made Shot,Fadeaway Jump Shot,1,2,3
0022500557,8,PT11M15.00S,1,1610612745,HOU,1628988,Holiday,A. Holiday,-140,227,27,Missed,1,,,0,v,MISS Holiday 27' 3PT Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,3,4
0022500557,9,PT11M12.00S,1,1610612758,SAC,1642875,Raynaud,M. Raynaud,0,0,0,,0,,,0,h,Raynaud REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,5
0022500557,10,PT11M03.00S,1,1610612758,SAC,203897,LaVine,Z. LaVine,86,263,28,Made,1,5,0,5,h,LaVine 28' 3PT Jump Shot (5 PTS) (Westbrook 1 AST),Made Shot,Jump Shot,1,3,6
0022500557,12,PT10M50.00S,1,1610612745,HOU,201142,Durant,K. Durant,148,224,27,Missed,1,,,0,v,MISS Durant 27' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,7
0022500557,13,PT10M46.00S,1,1610612758,SAC,1642875,Raynaud,M. Raynaud,0,0,0,,0,,,0,h,Raynaud REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,8
0022500557,15,PT10M36.00S,1,1610612758,SAC,201566,Westbrook,R. Westbrook,0,0,0,,0,,,0,h,Westbrook Bad Pass Turnover (P1.T1),Turnover,Bad Pass,1,0,9
0022500557,15,PT10M36.00S,1,1610612745,HOU,1630578,Sengun,A. Sengun,0,0,0,,0,,,0,v,Sengun STEAL (1 STL),,,1,0,10
0022500557,17,PT10M29.00S,1,1610612745,HOU,1630578,Sengun,A. Sengun,-5,14,1,Missed,1,,,0,v,MISS Sengun 1' Driving Hook Shot,Missed Shot,Driving Hook Shot,1,2,11
0022500557,18,PT10M28.00S,1,1610612745,HOU,1630578,Sengun,A. Sengun,0,0,0,,0,,,0,v,Sengun REBOUND (Off:1 Def:0),Rebound,Unknown,1,0,12
0022500557,19,PT10M23.00S,1,1610612745,HOU,1630578,Sengun,A. Sengun,-2,17,2,Made,1,5,2,7,v,Sengun 2' Driving Floating Jump Shot (2 PTS),Made Shot,Driving Floating Jump Shot,1,2,13
0022500557,20,PT10M23.00S,1,1610612758,SAC,1642875,Raynaud,M. Raynaud,0,0,0,,0,,,0,h,Raynaud S.FOUL (P1.T1) (J.Goble),Foul,Shooting,1,0,14
0022500557,22,PT10M23.00S,1,1610612745,HOU,1630578,Sengun,A. Sengun,0,0,0,,0,5,3,8,v,Sengun Free Throw 1 of 1 (3 PTS),Free Throw,Free Throw 1 of 1,1,0,15
0022500557,23,PT10M06.00S,1,1610612758,SAC,201566,Westbrook,R. Westbrook,116,155,19,Missed,1,,,0,h,MISS Westbrook 19' Pullup Jump Shot,Missed Shot,Pullup Jump shot,1,2,16
0022500557,24,PT10M03.00S,1,1610612745,HOU,1641708,Thompson,A. Thompson,0,0,0,,0,,,0,v,Thompson REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,17
0022500557,25,PT10M01.00S,1,1610612745,HOU,1628988,Holiday,A. Holiday,238,13,24,Missed,1,,,0,v,MISS Holiday 24' 3PT Running Jump Shot,Missed Shot,Running Jump Shot,1,3,18
0022500557,26,PT09M56.00S,1,1610612745,HOU,1631095,Smith Jr.,J. Smith Jr.,0,0,0,,0,,,0,v,Smith Jr. REBOUND (Off:1 Def:0),Rebound,Unknown,1,0,19
0022500557,27,PT09M52.00S,1,1610612745,HOU,1631095,Smith Jr.,J. Smith Jr.,-1,42,4,Missed,1,,,0,v,MISS Smith Jr. 4' Turnaround Fadeaway Shot,Missed Shot,Turnaround Fadeaway shot,1,2,20
0022500557,28,PT09M50.00S,1,0,,1610612745,,,0,0,0,,0,,,0,v,Rockets Rebound,Rebound,Unknown,1,0,21
0022500557,29,PT09M50.00S,1,1610612758,SAC,1642875,Raynaud,M. Raynaud,0,0,0,,0,,,0,h,Raynaud L.B.FOUL (P2.T2) (D.Baroody),Foul,Loose Ball,1,0,22
0022500557,31,PT09M50.00S,1,1610612758,SAC,1642875,Raynaud,M. Raynaud,0,0,0,,0,,,0,h,SUB: Cardwell FOR Raynaud,Substitution,,0,0,23
0022500557,33,PT09M42.00S,1,1610612745,HOU,201142,Durant,K. Durant,-50,159,17,Made,1,5,5,10,v,Durant 17' Pullup Jump Shot (2 PTS) (Sengun 1 AST),Made Shot,Pullup Jump shot,1,2,24
0022500557,35,PT09M29.00S,1,1610612758,SAC,201566,Westbrook,R. Westbrook,0,0,0,,0,,,0,h,Westbrook Traveling Turnover (P2.T2),Turnover,Traveling,1,0,25
0022500557,36,PT09M11.00S,1,1610612745,HOU,1641708,Thompson,A. Thompson,7,31,3,Made,1,5,7,12,v,Thompson 3' Cutting Dunk Shot (2 PTS) (Sengun 2 AST),Made Shot,Cutting Dunk Shot,1,2,26
0022500557,38,PT08M46.00S,1,1610612758,SAC,201566,Westbrook,R. Westbrook,-22,274,27,Missed,1,,,0,h,MISS Westbrook 27' 3PT Jump Shot,Missed Shot,Jump Shot,1,3,27
0022500557,39,PT08M41.00S,1,1610612758,SAC,201566,Westbrook,R. Westbrook,0,0,0,,0,,,0,h,Westbrook REBOUND (Off:1 Def:0),Rebound,Unknown,1,0,28
0022500557,40,PT08M36.00S,1,1610612758,SAC,203897,LaVine,Z. LaVine,0,0,0,,0,,,0,h,LaVine Out of Bounds - Bad Pass Turnover Turnover (P1.T3),Turnover,Out of Bounds - Bad Pass Turnover,1,0,29
0022500557,41,PT08M23.00S,1,1610612745,HOU,1631095,Smith Jr.,J. Smith Jr.,169,210,27,Missed,1,,,0,v,MISS Smith Jr. 27' 3PT Step Back Jump Shot,Missed Shot,Step Back Jump shot,1,3,30
0022500557,42,PT08M19.00S,1,1610612758,SAC,201566,Westbrook,R. Westbrook,0,0,0,,0,,,0,h,Westbrook REBOUND (Off:1 Def:1),Rebound,Unknown,1,0,31
0022500557,43,PT08M14.00S,1,1610612758,SAC,203897,LaVine,Z. LaVine,-120,21,12,Missed,1,,,0,h,MISS LaVine 12' Running Pull-Up Jump Shot,Missed Shot,Running Pull-Up Jump Shot,1,2,32
0022500557,44,PT08M12.00S,1,1610612758,SAC,201566,Westbrook,R. Westbrook,0,0,0,,0,,,0,h,Westbrook REBOUND (Off:2 Def:1),Rebound,Unknown,1,0,33
0022500557,45,PT08M09.00S,1,1610612758,SAC,203897,LaVine,Z. LaVine,-243,15,24,Made,1,8,7,15,h,LaVine 24' 3PT Jump Shot (8 PTS) (Westbrook 2 AST),Made Shot,Jump Shot,1,3,34
0022500557,47,PT07M49.00S,1,1610612745,HOU,201142,Durant,K. Durant,-62,21,7,Missed,1,,,0,v,MISS Durant 7' Driving Floating Bank Jump Shot,Missed Shot,Driving Floating Bank Jump Shot,1,2,35
0022500557,48,PT07M46.00S,1,1610612758,SAC,1630173,Achiuwa,P. Achiuwa,0,0,0,,0,,,0,h,Achiuwa REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,36
