tip_win_team,tip_to_player,first_shot_player,first_shot_team,first_shot_made,first_basket_player,first_basket_team,game_id
IND,Siakam,B. Mathurin,IND,0,R. Westbrook,SAC,0022500364
PHX,Gillespie,G. Allen,PHX,1,G. Allen,PHX,0022500365
SAS,Fox,H. Jones,NOP,1,H. Jones,NOP,0022500366
CLE,Garland,D. Mitchell,CLE,0,J. Allen,CLE,0022500367
MEM,Aldama,B. Clarke,MEM,0,S. Aldama,MEM,0022500368
OKC,Wallace,C. Wallace,OKC,0,J. Collins,LAC,0022500369
SAS,Castle,S. Castle,SAS,1,S. Castle,SAS,0022500370
ATL,Johnson,B. Miller,CHA,1,B. Miller,CHA,0022500371
IND,Siakam,M. Diawara,NYK,1,M. Diawara,NYK,0022500372
BKN,Mann,M. Porter Jr.,BKN,0,B. Adebayo,MIA,0022500373
TOR,Quickley,O. Agbaji,TOR,1,O. Agbaji,TOR,0022500374
NOP,Fears,T. Murphy III,NOP,1,T. Murphy III,NOP,0022500375
DET,Cunningham,J. Duren,DET,0,N. Marshall,DAL,0022500376
,,J. Murray,DEN,0,W. Carter Jr.,ORL,0022500377
PHX,Brooks,D. Booker,PHX,0,Q. Post,GSW,0022500378
UTA,George,K. George,UTA,0,K. Filipowski,UTA,0022500379
POR,Avdija,J. Grant,POR,0,D. Clingan,POR,0022500380
MIA,Jaquez Jr.,N. Powell,MIA,0,K. Ware,MIA,0022500381
PHI,George,P. George,PHI,0,J. Brunson,NYK,0022500382
SAS,Castle,D. Fox,SAS,1,D. Fox,SAS,0022500383
,,N. Vučević,CHI,0,T. Proctor,CLE,0022500384
MIN,Edwards,D. DiVincenzo,MIN,0,A. Edwards,MIN,0022500385
DEN,Johnson,C. Johnson,DEN,0,A. Sengun,HOU,0022500386
PHI,Maxey,V. Edgecombe,PHI,0,T. Maxey,PHI,0022500387
BOS,Hauser,N. Queta,BOS,1,N. Queta,BOS,0022500388
IND,Siakam,A. Nembhard,IND,0,S. Bey,NOP,0022500389
CHA,Miller,D. Robinson,DET,0,L. Ball,CHA,0022500390
WAS,George,B. Carrington,WAS,1,B. Carrington,WAS,0022500391
PHX,Gillespie,D. Booker,PHX,1,D. Booker,PHX,0022500392
UTA,George,K. George,UTA,0,K. George,UTA,0022500393
SAC,Westbrook,T. Camara,POR,0,D. Clingan,POR,0022500394
,Doncic,L. Dončić,LAL,0,J. Harden,LAC,0022500395
ATL,Johnson,O. Okongwu,ATL,1,O. Okongwu,ATL,0022500396
BKN,Clowney,N. Clowney,BKN,0,T. Mann,BKN,0022500397
NYK,Hart,J. Brunson,NYK,0,D. Mitchell,MIA,0022500398
SAS,Castle,L. Kornet,SAS,1,L. Kornet,SAS,0022500399
MIN,Edwards,J. McDaniels,MIN,0,B. Portis,MIL,0022500400
SAC,Achiuwa,R. Westbrook,SAC,1,R. Westbrook,SAC,0022500401
,,B. Miller,CHA,0,L. Ball,CHA,0022500402
BOS,Pritchard,D. White,BOS,1,D. White,BOS,0022500403
DAL,Nembhard,A. Davis,DAL,1,A. Davis,DAL,0022500404
DEN,Watson,N. Jokić,DEN,1,N. Jokić,DEN,0022500405
MEM,Coward,J. Jackson Jr.,MEM,0,J. Landale,MEM,0022500406
ORL,Jones,M. Moody,GSW,0,D. Green,GSW,0022500407
DET,Thompson,A. Thompson,DET,0,J. Duren,DET,0022500408
CHA,Miller,M. Bridges,CHA,0,B. Coulibaly,WAS,0022500409
PHI,Maxey,T. Maxey,PHI,0,J. Embiid,PHI,0022500410
CHI,Okoro,N. Alexander-Walker,ATL,1,N. Alexander-Walker,ATL,0022500411
CLE,Garland,T. Murphy III,NOP,1,T. Murphy III,NOP,0022500412
MIL,Portis,M. Turner,MIL,0,B. Mathurin,IND,0022500413
MIA,Mitchell,S. Mamukelashvili,TOR,1,S. Mamukelashvili,TOR,0022500414
DAL,Marshall,A. Davis,DAL,1,A. Davis,DAL,0022500415
NYK,Kolek,K. Towns,NYK,0,J. Randle,MIN,0022500416
OKC,Gilgeous-Alexander,C. Holmgren,OKC,0,C. Holmgren,OKC,0022500417
LAL,Smart,M. Smart,LAL,0,J. LaRavia,LAL,0022500418
MEM,Spencer,J. Jackson Jr.,MEM,0,S. Aldama,MEM,0022500419
ORL,Jones,A. Black,ORL,1,A. Black,ORL,0022500420
SAC,Achiuwa,P. Achiuwa,SAC,1,P. Achiuwa,SAC,0022500421
LAC,Harden,J. Collins,LAC,0,K. Durant,HOU,0022500422
MIA,Larsson,N. Powell,MIA,1,N. Powell,MIA,0022500423
ORL,Jones,T. Jones,ORL,1,T. Jones,ORL,0022500424
WAS,McCollum,K. Middleton,WAS,0,K. Middleton,WAS,0022500425
IND,Siakam,A. Nembhard,IND,1,A. Nembhard,IND,0022500426
PHI,Maxey,P. George,PHI,0,T. Maxey,PHI,0022500427
MEM,Aldama,C. Coward,MEM,0,K. Porter Jr.,MIL,0022500428
PHX,Gillespie,R. O'Neale,PHX,0,T. Murphy III,NOP,0022500429
DET,Cunningham,C. Cunningham,DET,1,C. Cunningham,DET,0022500430
LAC,Harden,S. Sharpe,POR,1,S. Sharpe,POR,0022500431
SAC,Achiuwa,D. Gafford,DAL,1,D. Gafford,DAL,0022500432
,S. Jones,J. Murray,DEN,1,J. Murray,DEN,0022500433
PHX,Gillespie,R. O'Neale,PHX,0,J. Fears,NOP,0022500434
NYK,Brunson,M. Diawara,NYK,0,J. Brunson,NYK,0022500435
IND,Siakam,A. Nembhard,IND,1,A. Nembhard,IND,0022500436
CHI,Okoro,M. Buzelis,CHI,0,C. White,CHI,0022500437
CLE,Garland,S. Merrill,CLE,1,S. Merrill,CLE,0022500438
MIN,Randle,J. Randle,MIN,0,T. Mann,BKN,0022500439
SAS,Castle,S. Castle,SAS,0,B. Sensabaugh,UTA,0022500440
GSW,Curry,Q. Post,GSW,1,Q. Post,GSW,0022500441
PHI,Barlow,S. Gilgeous-Alexander,OKC,1,S. Gilgeous-Alexander,OKC,0022500442
MEM,Aldama,J. Morant,MEM,1,J. Morant,MEM,0022500443
POR,Avdija,J. Brown,BOS,1,J. Brown,BOS,0022500444
LAC,Harden,K. Leonard,LAC,1,K. Leonard,LAC,0022500445
LAL,Smart,L. James,LAL,1,L. James,LAL,0022500446
CHA,Miller,B. Miller,CHA,0,L. Ball,CHA,0022500447
PHX,Gillespie,D. Booker,PHX,0,B. Coulibaly,WAS,0022500448
BKN,Mann,M. Porter Jr.,BKN,1,M. Porter Jr.,BKN,0022500449
DEN,Murray,N. Jokić,DEN,0,B. Adebayo,MIA,0022500450
ORL,Jones,D. Bane,ORL,0,O. Agbaji,TOR,0022500451
MIN,Randle,J. McDaniels,MIN,0,D. DiVincenzo,MIN,0022500452
IND,Mathurin,B. Mathurin,IND,0,J. Huff,IND,0022500453
NYK,Diawara,M. Diawara,NYK,1,M. Diawara,NYK,0022500454
,Wallace,V. Krejčí,ATL,0,D. Daniels,ATL,0022500455
SAS,Castle,D. Fox,SAS,0,E. Mobley,CLE,0022500456
POR,Cissoko,D. Avdija,POR,0,D. Gafford,DAL,0022500457
MEM,Morant,J. Morant,MEM,1,J. Morant,MEM,0022500458
UTA,Sensabaugh,K. George,UTA,0,K. George,UTA,0022500459
DET,Cunningham,T. Harris,DET,1,T. Harris,DET,0022500460
LAC,Harden,K. Dunn,LAC,1,K. Dunn,LAC,0022500461
,Green,M. Moody,GSW,0,K. Knueppel,CHA,0022500462
ATL,Johnson,Z. Risacher,ATL,1,Z. Risacher,ATL,0022500463
ORL,Suggs,P. Banchero,ORL,1,P. Banchero,ORL,0022500464
PHX,Gillespie,R. O'Neale,PHX,1,R. O'Neale,PHX,0022500465
NOP,Fears,Z. Williamson,NOP,1,Z. Williamson,NOP,0022500466
SAS,Castle,V. Wembanyama,SAS,1,V. Wembanyama,SAS,0022500467
,S. Jones,J. Valančiūnas,DEN,1,J. Valančiūnas,DEN,0022500468
WAS,McCollum,A. Sarr,WAS,0,G. Antetokounmpo,MIL,0022500469
POR,Avdija,S. Cissoko,POR,1,S. Cissoko,POR,0022500470
HOU,Eason,A. Sengun,HOU,1,A. Sengun,HOU,0022500471
MIA,Adebayo,A. Wiggins,MIA,1,A. Wiggins,MIA,0022500472
DAL,Flagg,C. Flagg,DAL,1,C. Flagg,DAL,0022500473
BOS,White,P. Achiuwa,SAC,1,P. Achiuwa,SAC,0022500474
LAC,Harden,K. Leonard,LAC,0,J. Collins,LAC,0022500475
SAS,Kornet,J. Champagnie,SAS,0,A. Nembhard,IND,0022500476
BKN,Clowney,D. Sharpe,BKN,1,D. Sharpe,BKN,0022500477
CLE,Mobley,D. Garland,CLE,0,S. Jones,DEN,0022500478
NYK,Hukporti,M. Bridges,NYK,0,M. McBride,NYK,0022500479
ORL,Black,P. Banchero,ORL,1,P. Banchero,ORL,0022500480
CHA,Ball,K. Knueppel,CHA,0,M. Bridges,CHA,0022500481
POR,Avdija,D. Avdija,POR,0,J. Fears,NOP,0022500482
PHX,Gillespie,D. Booker,PHX,0,D. Booker,PHX,0022500483
OKC,Wallace,J. Williams,OKC,1,J. Williams,OKC,0022500484
LAL,Smart,M. Smart,LAL,1,M. Smart,LAL,0022500485
MIN,Edwards,D. DiVincenzo,MIN,0,R. Gobert,MIN,0022500486
NYK,Towns,M. Bridges,NYK,0,M. Bridges,NYK,0022500487
ATL,Alexander-Walker,O. Okongwu,ATL,1,O. Okongwu,ATL,0022500488
CHA,Ball,K. Knueppel,CHA,1,K. Knueppel,CHA,0022500489
POR,Camara,D. Clingan,POR,1,D. Clingan,POR,0022500490
,Thompson,J. Smith Jr.,HOU,0,A. Thompson,HOU,0022500491
GSW,Green,M. Moody,GSW,0,L. Markkanen,UTA,0022500492
BOS,Brown,D. White,BOS,1,D. White,BOS,0022500493
DET,Stewart,C. Cunningham,DET,1,C. Cunningham,DET,0022500494
ORL,Black,A. Black,ORL,1,A. Black,ORL,0022500495
DEN,Braun,T. Mann,BKN,1,T. Mann,BKN,0022500496
MIA,Mitchell,D. Mitchell,MIA,1,D. Mitchell,MIA,0022500497
MIN,Edwards,J. Randle,MIN,0,A. Edwards,MIN,0022500498
PHX,Gillespie,R. O'Neale,PHX,0,S. Gilgeous-Alexander,OKC,0022500499
SAC,Westbrook,K. Porter Jr.,MIL,1,K. Porter Jr.,MIL,0022500500
LAL,Smart,D. Ayton,LAL,1,D. Ayton,LAL,0022500501
NYK,Towns,D. Robinson,DET,1,D. Robinson,DET,0022500502
BOS,Pritchard,J. Brown,BOS,0,N. Queta,BOS,0022500503
ATL,Johnson,R. Barrett,TOR,1,R. Barrett,TOR,0022500504
HOU,Smith Jr.,K. Durant,HOU,0,C. Gillespie,PHX,0022500505
OKC,Wiggins,C. Holmgren,OKC,1,C. Holmgren,OKC,0022500506
DEN,Watson,S. Jones,DEN,1,S. Jones,DEN,0022500507
GSW,Butler III,S. Curry,GSW,0,K. Sanders,LAC,0022500508
POR,Avdija,K. Murray,POR,0,J. Nurkić,UTA,0022500509
CLE,Mobley,E. Mobley,CLE,1,E. Mobley,CLE,0022500510
ORL,Black,B. Coulibaly,WAS,1,B. Coulibaly,WAS,0022500511
MEM,Spencer,J. Wells,MEM,0,S. Castle,SAS,0022500512
MIN,McDaniels,A. Edwards,MIN,1,A. Edwards,MIN,0022500513
,L. James,L. James,LAL,1,L. James,LAL,0022500514
SAC,Achiuwa,D. DeRozan,SAC,1,D. DeRozan,SAC,0022500515
TOR,Barrett,S. Barnes,TOR,0,L. Ball,CHA,0022500516
DET,Thompson,I. Stewart,DET,1,I. Stewart,DET,0022500517
PHI,Edgecombe,J. Embiid,PHI,1,J. Embiid,PHI,0022500518
ATL,Daniels,M. Gueye,ATL,1,M. Gueye,ATL,0022500519
BOS,Pritchard,D. White,BOS,0,J. Murray,DEN,0022500520
ORL,Black,W. Carter Jr.,ORL,1,W. Carter Jr.,ORL,0022500521
LAC,Collins,K. Dunn,LAC,0,K. Leonard,LAC,0022500522
LAL,LaRavia,S. Castle,SAS,0,L. Dončić,LAL,0022500523
PHX,Gillespie,D. Brooks,PHX,0,J. Jackson Jr.,MEM,0022500524
UTA,George,K. George,UTA,1,K. George,UTA,0022500525
,G. Antetokounmpo,G. Antetokounmpo,MIL,1,G. Antetokounmpo,MIL,0022500526
POR,Camara,D. Clingan,POR,0,K. Durant,HOU,0022500527
IND,Jackson,A. Nesmith,IND,0,C. Sexton,CHA,0022500528
MIA,Powell,B. Adebayo,MIA,1,B. Adebayo,MIA,0022500529
CLE,Mobley,D. Garland,CLE,0,A. Edwards,MIN,0022500530
DAL,Marshall,M. Christie,DAL,1,M. Christie,DAL,0022500531
BOS,Brown,R. Barrett,TOR,0,P. Pritchard,BOS,0022500532
ORL,Bane,W. Carter Jr.,ORL,1,W. Carter Jr.,ORL,0022500533
WAS,George,T. Johnson,WAS,0,J. Fears,NOP,0022500534
BKN,Mann,N. Clowney,BKN,0,J. Collins,LAC,0022500535
OKC,Wiggins,A. Mitchell,OKC,1,A. Mitchell,OKC,0022500536
ATL,Alexander-Walker,N. Alexander-Walker,ATL,0,D. Holmes II,DEN,0022500537
PHX,Gillespie,C. Gillespie,PHX,0,M. McBride,NYK,0022500538
GSW,Green,Q. Post,GSW,1,Q. Post,GSW,0022500539
HOU,Smith Jr.,T. Camara,POR,1,T. Camara,POR,0022500540
,Doncic,L. Dončić,LAL,1,L. Dončić,LAL,0022500541
MIN,Randle,S. Merrill,CLE,0,R. Gobert,MIN,0022500542
MIA,Mitchell,P. Siakam,IND,1,P. Siakam,IND,0022500543
LAC,Zubac,P. Reed,DET,1,P. Reed,DET,0022500544
BOS,Pritchard,P. Pritchard,BOS,0,D. Fox,SAS,0022500545
CHI,Buzelis,N. Marshall,DAL,0,C. White,CHI,0022500546
CHA,Knueppel,B. Miller,CHA,1,B. Miller,CHA,0022500547
ORL,Penda,N. Penda,ORL,1,N. Penda,ORL,0022500548
BKN,Mann,N. Clowney,BKN,0,C. Coward,MEM,0022500549
PHI,Oubre Jr.,J. Shead,TOR,1,J. Shead,TOR,0022500550
POR,Cissoko,T. Camara,POR,0,D. Avdija,POR,0022500551
SAS,Castle,V. Wembanyama,SAS,0,D. Fox,SAS,0022500552
MIA,Herro,A. Wiggins,MIA,0,J. Williams,OKC,0022500553
DEN,Tyson,A. Gordon,DEN,1,A. Gordon,DEN,0022500554
PHX,Gillespie,R. O'Neale,PHX,1,R. O'Neale,PHX,0022500555
GSW,Green,V. Krejčí,ATL,0,S. Curry,GSW,0022500556
SAC,Achiuwa,Z. LaVine,SAC,1,Z. LaVine,SAC,0022500557
,Nurkic,E. Mobley,CLE,0,J. Allen,CLE,0022500558
IND,Siakam,A. Nembhard,IND,0,N. Queta,BOS,0022500559
TOR,Quickley,B. Ingram,TOR,1,B. Ingram,TOR,0022500560
,Powell,N. Claxton,BKN,1,N. Claxton,BKN,0022500561
LAL,LaRavia,L. James,LAL,1,L. James,LAL,0022500562
LAC,Harden,J. Collins,LAC,0,M. Diabaté,CHA,0022500563
PHX,Gillespie,R. O'Neale,PHX,0,B. Adebayo,MIA,0022500564
HOU,Smith Jr.,A. Sengun,HOU,0,N. Vučević,CHI,0022500565
MIN,Randle,J. Randle,MIN,1,J. Randle,MIN,0022500566
DEN,Pickett,J. Murray,DEN,1,J. Murray,DEN,0022500567
SAS,Castle,S. Castle,SAS,1,S. Castle,SAS,0022500568
,L. James,L. Dončić,LAL,0,D. Ayton,LAL,0022500569
GSW,Curry,J. Butler III,GSW,0,D. Green,GSW,0022500570
IND,Siakam,C. Murray-Boyles,TOR,0,C. Murray-Boyles,TOR,0022500571
CLE,Garland,D. Garland,CLE,1,D. Garland,CLE,0022500572
UTA,Collier,K. George,UTA,0,N. Vučević,CHI,0022500573
NOP,Bey,S. Bey,NOP,1,S. Bey,NOP,0022500574
DAL,Marshall,P. Washington,DAL,0,D. Gafford,DAL,0022500575
NYK,Bridges,J. Brunson,NYK,1,J. Brunson,NYK,0022500576
LAC,Harden,B. Lopez,LAC,0,K. Middleton,WAS,0022500577
,F. Wagner,W. Carter Jr.,ORL,0,P. Banchero,ORL,0022500578
PHX,Allen,D. Brooks,PHX,0,T. Harris,DET,0022500579
BOS,Pritchard,A. Wiggins,MIA,1,A. Wiggins,MIA,0022500580
HOU,Okogie,J. Okogie,HOU,0,L. Dort,OKC,0022500581
SAS,Castle,A. Green,MIL,0,A. Green,MIL,0022500582
DAL,Marshall,K. Filipowski,UTA,1,K. Filipowski,UTA,0022500583
NYK,Hart,M. McBride,NYK,1,M. McBride,NYK,0022500584
POR,Cissoko,S. Cissoko,POR,1,S. Cissoko,POR,0022500585
,L. James,L. Dončić,LAL,0,M. Bridges,CHA,0022500586
,Demin,M. Porter Jr.,BKN,1,M. Porter Jr.,BKN,0022500587
IND,Siakam,J. Furphy,IND,0,P. Siakam,IND,0022500588
CLE,Mobley,E. Mobley,CLE,1,E. Mobley,CLE,0022500589
LAC,Harden,K. Sanders,LAC,0,J. Shead,TOR,0022500590
HOU,Okogie,K. Durant,HOU,0,D. DiVincenzo,MIN,0022500591
SAC,LaVine,D. DeRozan,SAC,1,D. DeRozan,SAC,0022500592
DAL,Martin,M. Christie,DAL,0,N. Marshall,DAL,0022500593
BOS,White,J. Brown,BOS,0,C. McCollum,ATL,0022500594
,Q. Jackson,Q. Jackson,IND,0,D. Robinson,DET,0022500595
PHX,Gillespie,D. Booker,PHX,1,D. Booker,PHX,0022500596
MIA,Powell,B. Adebayo,MIA,1,B. Adebayo,MIA,0022500597
SAS,Castle,D. Fox,SAS,1,D. Fox,SAS,0022500598
,Green,S. Curry,GSW,0,M. Moody,GSW,0022500599
DEN,Murray,J. Pickett,DEN,1,J. Pickett,DEN,0022500600
,L. James,L. James,LAL,0,J. Holiday,POR,0022500601
MEM,Morant,J. Jackson Jr.,MEM,1,J. Jackson Jr.,MEM,0022500602
BKN,Clowney,N. Claxton,BKN,0,E. Dëmin,BKN,0022500603
HOU,Smith Jr.,A. Sengun,HOU,0,A. Thompson,HOU,0022500604
CHA,Bridges,B. Miller,CHA,1,B. Miller,CHA,0022500605
SAC,Achiuwa,D. DeRozan,SAC,1,D. DeRozan,SAC,0022500606
,L. James,L. Dončić,LAL,0,C. Murray-Boyles,TOR,0022500607
LAC,Harden,I. Zubac,LAC,1,I. Zubac,LAC,0022500608
IND,Siakam,A. Nembhard,IND,0,K. Oubre Jr.,PHI,0022500609
BKN,Mann,M. Porter Jr.,BKN,0,D. Brooks,PHX,0022500610
UTA,George,J. Nurkić,UTA,1,J. Nurkić,UTA,0022500611
GSW,Moody,M. Moody,GSW,0,A. Wiggins,MIA,0022500612
PHX,Gillespie,K. Oubre Jr.,PHI,1,K. Oubre Jr.,PHI,0022500613
,,M. Buzelis,CHI,0,J. Harden,LAC,0022500614
SAS,Fox,S. Castle,SAS,0,A. Thompson,HOU,0022500615
UTA,George,A. Bailey,UTA,0,K. George,UTA,0022500616
DEN,Murray,J. Pickett,DEN,1,J. Pickett,DEN,0022500617
TOR,Quickley,S. Barnes,TOR,1,S. Barnes,TOR,0022500618
MIA,Larsson,B. Adebayo,MIA,0,Z. LaVine,SAC,0022500619
CHA,James,B. Miller,CHA,0,D. Mitchell,CLE,0022500620
BOS,Hauser,S. Hauser,BOS,1,S. Hauser,BOS,0022500621
NYK,Bridges,J. Brunson,NYK,1,J. Brunson,NYK,0022500622
MEM,Morant,J. Jackson Jr.,MEM,0,J. Wells,MEM,0022500623
,,J. Duren,DET,1,J. Duren,DET,0022500624
MIL,Kuzma,K. Kuzma,MIL,0,C. Holmgren,OKC,0022500625
SAC,Westbrook,Z. LaVine,SAC,1,Z. LaVine,SAC,0022500626
ORL,Bane,D. Bane,ORL,1,D. Bane,ORL,0022500627
PHI,Oubre Jr.,T. Maxey,PHI,0,P. George,PHI,0022500628
DEN,Watson,J. Valančiūnas,DEN,1,J. Valančiūnas,DEN,0022500629
DAL,Flagg,M. Christie,DAL,0,C. Flagg,DAL,0022500630
MIN,Edwards,A. Edwards,MIN,1,A. Edwards,MIN,0022500631
SAS,Castle,J. Nurkić,UTA,1,J. Nurkić,UTA,0022500632
,Doncic,J. LaRavia,LAL,1,J. LaRavia,LAL,0022500633
,Jakucionis,B. Adebayo,MIA,0,D. Avdija,POR,0022500634
DET,Cunningham,A. Thompson,HOU,0,K. Durant,HOU,0022500635
PHX,Gillespie,R. O'Neale,PHX,0,D. Booker,PHX,0022500636
BKN,Clowney,N. Clowney,BKN,0,S. Hauser,BOS,0022500637
CLE,Mobley,D. Mitchell,CLE,1,D. Mitchell,CLE,0022500638
MEM,Spencer,C. Coward,MEM,1,C. Coward,MEM,0022500639
MIL,Rollins,M. Turner,MIL,1,M. Turner,MIL,0022500640
OKC,Wallace,C. Holmgren,OKC,1,C. Holmgren,OKC,0022500641
TOR,Mamukelashvili,S. Mamukelashvili,TOR,0,S. Mamukelashvili,TOR,0022500642
NYK,Bridges,K. Towns,NYK,1,K. Towns,NYK,0022500643
MIN,Randle,J. Randle,MIN,1,J. Randle,MIN,0022500644
WAS,Carrington,K. George,WAS,0,B. Miller,CHA,0022500645
CLE,Mitchell,E. Mobley,CLE,0,J. Suggs,ORL,0022500646
CHI,Smith,I. Okoro,CHI,0,J. Brown,BOS,0022500647
,L. James,L. James,LAL,1,L. James,LAL,0022500648
UTA,Mykhailiuk,J. Nurkić,UTA,1,J. Nurkić,UTA,0022500649
,,J. Duren,DET,1,J. Duren,DET,0022500650
,S. Jones,J. Murray,DEN,1,J. Murray,DEN,0022500651
MIL,Rollins,K. Kuzma,MIL,0,K. Kuzma,MIL,0022500652
,J. Williams,C. Wallace,OKC,0,I. Quickley,TOR,0022500653
SAS,Wembanyama,S. Castle,SAS,0,S. Bey,NOP,0022500654
,Jakucionis,B. Adebayo,MIA,1,B. Adebayo,MIA,0022500655
BKN,Mann,M. Porter Jr.,BKN,1,M. Porter Jr.,BKN,0022500656
PHI,Barlow,D. Barlow,PHI,0,A. Drummond,PHI,0022500657
CLE,Mobley,D. Wade,CLE,0,E. Mobley,CLE,0022500658
ATL,Johnson,C. Kispert,ATL,0,C. Kispert,ATL,0022500659
POR,Cissoko,D. Clingan,POR,0,N. Queta,BOS,0022500660
,Doncic,M. Smart,LAL,0,L. James,LAL,0022500661
HOU,Smith Jr.,J. Jackson Jr.,MEM,0,T. Eason,HOU,0022500662
MIN,Conley,P. Spencer,GSW,1,P. Spencer,GSW,0022500663
POR,Avdija,T. Camara,POR,1,T. Camara,POR,0022500664
SAC,Achiuwa,D. DeRozan,SAC,1,D. DeRozan,SAC,0022500665
PHI,Edgecombe,T. Maxey,PHI,1,T. Maxey,PHI,0022500666
,J. Williams,L. Dort,OKC,0,D. Queen,NOP,0022500667
DEN,Pickett,T. Harris,DET,0,T. Harris,DET,0022500668
PHX,O'Neale,M. Williams,PHX,0,M. Williams,PHX,0022500669
UTA,Collier,K. Love,UTA,0,A. Bailey,UTA,0022500670
CLE,Mitchell,J. Allen,CLE,0,J. Allen,CLE,0022500671
IND,Siakam,A. Nesmith,IND,0,M. Buzelis,CHI,0022500672
ATL,Daniels,O. Okongwu,ATL,1,O. Okongwu,ATL,0022500673
MIA,Powell,B. Adebayo,MIA,0,D. Bane,ORL,0022500674
NYK,Hart,K. Towns,NYK,0,C. Murray-Boyles,TOR,0022500675
MEM,Spencer,C. Coward,MEM,0,J. Jackson Jr.,MEM,0022500676
DAL,Martin,J. Randle,MIN,1,J. Randle,MIN,0022500677
UTA,George,K. George,UTA,1,K. George,UTA,0022500678
SAS,Barnes,A. Sengun,HOU,1,A. Sengun,HOU,0022500679
PHI,Edgecombe,P. George,PHI,0,P. Achiuwa,SAC,0022500680
WAS,George,T. Johnson,WAS,0,A. Sarr,WAS,0022500681
ATL,Kispert,D. Daniels,ATL,0,C. Kispert,ATL,0022500682
CHA,Knueppel,B. Miller,CHA,0,L. Ball,CHA,0022500683
DEN,Pickett,J. Valančiūnas,DEN,0,M. Porter Jr.,BKN,0022500684
PHX,Gillespie,D. Brooks,PHX,0,J. Duren,DET,0022500685
,J. Williams,A. Edwards,MIN,1,A. Edwards,MIN,0022500686
ORL,Suggs,J. Suggs,ORL,1,J. Suggs,ORL,0022500687
LAL,LaRavia,D. Ayton,LAL,1,D. Ayton,LAL,0022500688
BOS,Pritchard,N. Queta,BOS,1,N. Queta,BOS,0022500689
NYK,Hart,T. Camara,POR,0,O. Anunoby,NYK,0022500690
MEM,Spencer,J. Jackson Jr.,MEM,1,J. Jackson Jr.,MEM,0022500691
,Jakucionis,A. Wiggins,MIA,0,M. Gardner,MIA,0022500692
CLE,Wade,G. Allen,PHX,1,G. Allen,PHX,0022500693
UTA,Mykhailiuk,C. Williams,UTA,1,C. Williams,UTA,0022500694
DEN,Jones,S. Jones,DEN,0,S. Jones,DEN,0022500695
,Green,C. Cunningham,DET,1,C. Cunningham,DET,0022500696
SAS,Fox,V. Wembanyama,SAS,1,V. Wembanyama,SAS,0022500697
ATL,Risacher,D. Daniels,ATL,1,D. Daniels,ATL,0022500698
PHI,Edgecombe,T. Maxey,PHI,1,T. Maxey,PHI,0022500699
MIN,Randle,J. McDaniels,MIN,0,T. Jerome,MEM,0022500700
,Thompson,J. Smith Jr.,HOU,0,P. Washington,DAL,0022500701
MIL,Kuzma,J. Brown,BOS,0,R. Rollins,MIL,0022500702
SAS,Vassell,D. Vassell,SAS,1,D. Vassell,SAS,0022500703
,,D. Wolf,BKN,0,D. Wolf,BKN,0022500704
MIA,Mitchell,I. Okoro,CHI,0,A. Wiggins,MIA,0022500705
UTA,Collier,A. Bailey,UTA,0,I. Quickley,TOR,0022500706
SAC,Clifford,M. Raynaud,SAC,1,M. Raynaud,SAC,0022500707
NYK,Hart,M. Bridges,NYK,0,L. Dončić,LAL,0022500708
LAC,Leonard,K. Leonard,LAC,0,G. Allen,PHX,0022500709
POR,Camara,S. Sharpe,POR,1,S. Sharpe,POR,0022500710
OKC,Wallace,P. Watson,DEN,0,C. Wallace,OKC,0022500711
CHA,Ball,K. Knueppel,CHA,1,K. Knueppel,CHA,0022500712
IND,Nesmith,A. Sengun,HOU,0,A. Sengun,HOU,0022500713
MEM,Jerome,J. Landale,MEM,0,A. Edwards,MIN,0022500714
PHI,Maxey,J. Embiid,PHI,1,J. Embiid,PHI,0022500715
DET,Harris,J. Pickett,DEN,0,P. Watson,DEN,0022500716
UTA,Collier,L. Markkanen,UTA,1,L. Markkanen,UTA,0022500717
NYK,Hart,J. Brunson,NYK,1,J. Brunson,NYK,0022500718
BKN,Porter Jr.,E. Dëmin,BKN,1,E. Dëmin,BKN,0022500719
MIA,Gardner,B. Adebayo,MIA,0,S. Fontecchio,MIA,0022500720
DAL,Flagg,N. Marshall,DAL,0,J. Brown,BOS,0022500721
MIL,Kuzma,J. Smith,CHI,1,J. Smith,CHI,0022500722
ORL,Black,J. Suggs,ORL,0,L. Dort,OKC,0022500723
PHI,Maxey,T. Maxey,PHI,0,B. Podziemski,GSW,0022500724
PHX,Brooks,D. Clingan,POR,1,D. Clingan,POR,0022500725
DEN,Murray,J. Brunson,NYK,1,J. Brunson,NYK,0022500726
MIN,Edwards,J. Randle,MIN,1,J. Randle,MIN,0022500727
BOS,Harper Jr.,D. White,BOS,1,D. White,BOS,0022500728
MIL,Rollins,R. Rollins,MIL,0,S. Bey,NOP,0022500729
SAS,Castle,V. Wembanyama,SAS,0,D. Vassell,SAS,0022500730
SAC,DeRozan,D. Hunter,SAC,1,D. Hunter,SAC,0022500731
CLE,Mitchell,J. Tyson,CLE,1,J. Tyson,CLE,0022500732
WAS,George,J. Champagnie,WAS,0,A. Sarr,WAS,0022500733
ORL,Suggs,W. Carter Jr.,ORL,0,J. Suggs,ORL,0022500734
ATL,Johnson,Z. Risacher,ATL,0,D. Daniels,ATL,0022500735
