TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED,SUPPLEMENTAL_STATUS
1611661331,2026,10,Gabby Williams,Gabby,gabby-williams,1,F,5-11,172,"SEP 09, 1996",29.0,7,Connecticut,1628931,Signed on 04/12/26,0
1611661331,2026,10,Kaitlyn Chen,Kaitlyn,kaitlyn-chen,2,G,5-9,,"FEB 22, 2002",24.0,1,Connecticut,1642822,#30 Pick in 2025 Draft,0
1611661331,2026,10,Laeticia Amihere,Laeticia,laeticia-amihere,3,F,6-3,185,"JUL 10, 2001",25.0,3,South Carolina,1641656,Awarded on Waivers on 02/06/25,0
1611661331,2026,10,Juste Jocyte,Juste,juste-jocyte,4,G-F,6-0,,"NOV 19, 2005",20.0,R,,1642794,#5 Pick in 2025 Draft,0
1611661331,2026,10,Kayla Thornton,Kayla,kayla-thornton,5,F,6-1,190,"OCT 20, 1992",33.0,10,Texas-El Paso,203866,Drafted in 2024 Expansion Draft,0
1611661331,2026,10,Kaila Charles,Kaila,kaila-charles,6,G-F,6-1,168,"MAR 23, 1998",28.0,5,Maryland,1630097,Signed on 08/01/25,0
1611661331,2026,10,Miela Sowah,Miela,miela-sowah,7,G,5-10,148,"JUN 04, 2000",26.0,R,Duke,1631039,Signed on 04/12/26,1
1611661331,2026,10,Ashten Prechtel,Ashten,ashten-prechtel,11,F,6-5,,"MAY 11, 2001",25.0,R,Stanford,1641695,Signed on 05/10/26,1
1611661331,2026,10,Iliana Rupert,Iliana,iliana-rupert,12,C,6-4,189,"JUL 12, 2001",25.0,3,Tango Bourges,1630387,Drafted in 2024 Expansion Draft,0
1611661331,2026,10,Janelle Salaun,Janelle,janelle-salaun,13,F,6-2,,"SEP 05, 2001",24.0,1,,1642767,Signed on 02/05/25,0
1611661331,2026,10,Tiffany Hayes,Tiffany,tiffany-hayes,15,G,5-10,155,"SEP 20, 1989",36.0,13,Connecticut,203026,Signed on 02/06/25,0
1611661331,2026,10,Veronica Burton,Veronica,veronica-burton,22,G,5-9,155,"JUL 12, 2000",26.0,4,Northwestern,1631007,Drafted in 2024 Expansion Draft,0
1611661331,2026,10,Cecilia Zandalasini,Cecilia,cecilia-zandalasini,24,F,6-2,175,"MAR 16, 1996",30.0,4,PF Schio,1628508,Drafted in 2024 Expansion Draft,0
1611661331,2026,10,Kiah Stokes,Kiah,kiah-stokes,41,C,6-3,191,"MAR 30, 1993",33.0,10,Connecticut,204329,Signed on 04/13/26,0
1611661331,2026,10,Nadia Fingall,Nadia,nadia-fingall,45,C,6-4,,"AUG 12, 1998",28.0,R,Stanford,1643686,Signed on 06/07/26,0
