TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED,SUPPLEMENTAL_STATUS
1611661325,2026,10,Kelsey Mitchell,Kelsey,kelsey-mitchell,0,G,5-8,153,"NOV 12, 1995",30.0,8,Ohio State,1628909,#2 Pick in 2018 Draft,0
1611661325,2026,10,Michelle Onyiah,Michelle,michelle-onyiah,1,F-C,6-3,,"MAR 12, 2002",24.0,R,California-Berkeley,1642803,Signed on 07/31/26,1
1611661325,2026,10,Myisha Hines-Allen,Myisha,myisha-hines-allen,2,F,6-2,200,"MAY 30, 1995",31.0,8,Louisville,1628899,Signed on 04/17/26,0
1611661325,2026,10,Raven Johnson,Raven,raven-johnson,3,G,5-8,167,"MAR 04, 2003",23.0,R,South Carolina,1643433,#10 Pick in 2026 Draft,0
1611661325,2026,10,Mercedes Russell,Mercedes,mercedes-russell,5,C,6-6,195,"JUL 27, 1995",31.0,8,Tennessee,1628920,Signed on 08/10/26,0
1611661325,2026,10,Aliyah Boston,Aliyah,aliyah-boston,7,C-F,6-5,217,"DEC 11, 2001",24.0,3,South Carolina,1641648,#1 Pick in 2023 Draft,0
1611661325,2026,10,Sophie Cunningham,Sophie,sophie-cunningham,8,G,6-1,156,"AUG 16, 1996",29.0,7,Missouri,1629482,Traded from PHX on 02/02/25,0
1611661325,2026,10,Lexie Hull,Lexie,lexie-hull,10,G,6-2,155,"SEP 13, 1999",26.0,4,Stanford,1631086,#6 Pick in 2022 Draft,0
1611661325,2026,10,Grace VanSlooten,Grace,grace-vanslooten,14,F,6-3,,"JUN 16, 2004",22.0,R,Michigan State,1643453,Signed on 05/22/26,0
1611661325,2026,10,Makayla Timpson,Makayla,makayla-timpson,21,F-C,6-2,177,"SEP 20, 2002",23.0,1,Florida State,1642815,#19 Pick in 2025 Draft,0
1611661325,2026,10,Caitlin Clark,Caitlin,caitlin-clark,22,G,6-0,157,"JAN 22, 2002",24.0,2,Iowa,1642286,#1 Pick in 2024 Draft,0
1611661325,2026,10,Bree Hall,Bree,bree-hall,23,G,6-1,161,"JUN 28, 2003",23.0,1,South Carolina,1642788,Signed on 09/04/25,1
1611661325,2026,10,Monique Billings,Monique,monique-billings,25,F,6-4,190,"MAY 02, 1996",30.0,8,UCLA,1628881,Signed on 04/13/26,0
1611661325,2026,10,Tyasha Harris,Tyasha,tyasha-harris,52,G,5-10,164,"MAY 01, 1998",28.0,6,South Carolina,1630112,Signed on 04/13/26,0
