gameId,actionNumber,clock,period,teamId,teamTricode,personId,playerName,playerNameI,xLegacy,yLegacy,shotDistance,shotResult,isFieldGoal,scoreHome,scoreAway,pointsTotal,location,description,actionType,subType,videoAvailable,shotValue,actionId
0022500299,2,PT12M00.00S,1,0,,0,,,0,0,0,,0,0,0,0,,Start of 1st Period (9:11 PM EST),period,start,1,0,1
0022500299,4,PT12M00.00S,1,1610612756,PHX,1642345,Ighodaro,O. Ighodaro,0,0,0,,0,,,0,h,Jump Ball Ighodaro vs. Jokic: Tip to S. Jones,Jump Ball,,1,0,2
0022500299,7,PT11M39.00S,1,1610612743,DEN,1627750,Murray,J. Murray,0,0,0,,0,,,0,v,Murray Lost Ball Turnover (P1.T1),Turnover,Lost Ball,1,0,3
0022500299,7,PT11M39.00S,1,1610612756,PHX,1626220,O'Neale,R. O'Neale,0,0,0,,0,,,0,h,O'Neale STEAL (1 STL),,,1,0,4
0022500299,9,PT11M35.00S,1,1610612756,PHX,1628960,Allen,G. Allen,-4,13,1,Made,1,2,0,2,h,Allen 1' Running Layup (2 PTS) (O'Neale 1 AST),Made Shot,Running Layup Shot,1,2,5
0022500299,12,PT11M19.00S,1,1610612756,PHX,1628960,Allen,G. Allen,0,0,0,,0,,,0,h,Allen P.FOUL (P1.T1) (P.Ransom),Foul,Personal,1,0,6
0022500299,14,PT11M14.00S,1,1610612743,DEN,203999,Jokić,N. Jokić,0,0,0,,0,,,0,v,Jokic Out of Bounds - Bad Pass Turnover Turnover (P1.T2),Turnover,Out of Bounds - Bad Pass Turnover,1,0,7
0022500299,15,PT10M50.00S,1,1610612756,PHX,1628960,Allen,G. Allen,-40,52,7,Missed,1,,,0,h,MISS Allen 7' Driving Layup,Missed Shot,Driving Layup Shot,1,2,8
0022500299,15,PT10M50.00S,1,1610612743,DEN,1642461,Jones,S. Jones,0,0,0,,0,,,0,v,S. Jones BLOCK (1 BLK),,,1,2,9
0022500299,17,PT10M46.00S,1,1610612743,DEN,1631212,Watson,P. Watson,0,0,0,,0,,,0,v,Watson REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,10
0022500299,19,PT10M34.00S,1,1610612743,DEN,1627750,Murray,J. Murray,15,21,3,Missed,1,,,0,v,MISS Murray 3' Driving Layup,Missed Shot,Driving Layup Shot,1,2,11
0022500299,20,PT10M32.00S,1,1610612756,PHX,1642345,Ighodaro,O. Ighodaro,0,0,0,,0,,,0,h,Ighodaro REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,12
0022500299,42,PT10M29.00S,1,1610612756,PHX,1628415,Brooks,D. Brooks,0,0,0,,0,,,0,h,Brooks Step Out of Bounds Turnover (P1.T1),Turnover,Step Out of Bounds Turnover,1,0,13
0022500299,23,PT10M13.00S,1,1610612743,DEN,203999,Jokić,N. Jokić,0,0,0,,0,,,0,v,Jokic Bad Pass Turnover (P2.T3),Turnover,Bad Pass,1,0,14
0022500299,23,PT10M13.00S,1,1610612756,PHX,1628960,Allen,G. Allen,0,0,0,,0,,,0,h,Allen STEAL (1 STL),,,1,0,15
0022500299,25,PT10M08.00S,1,1610612756,PHX,1626220,O'Neale,R. O'Neale,165,194,25,Missed,1,,,0,h,MISS O'Neale 25' 3PT Running Jump Shot,Missed Shot,Running Jump Shot,1,3,16
0022500299,26,PT10M03.00S,1,1610612743,DEN,1642461,Jones,S. Jones,0,0,0,,0,,,0,v,S. Jones REBOUND (Off:0 Def:1),Rebound,Unknown,1,0,17
0022500299,27,PT09M48.00S,1,1610612756,PHX,1626220,O'Neale,R. O'Neale,0,0,0,,0,,,0,h,O'Neale P.FOUL (P1.T2) (P.Ransom),Foul,Personal,1,0,18
0022500299,29,PT09M35.00S,1,1610612743,DEN,1631212,Watson,P. Watson,31,104,11,Missed,1,,,0,v,MISS Watson 11' Driving Floating Jump Shot,Missed Shot,Driving Floating Jump Shot,1,2,19
0022500299,30,PT09M32.00S,1,1610612756,PHX,1642345,Ighodaro,O. Ighodaro,0,0,0,,0,,,0,h,Ighodaro REBOUND (Off:0 Def:2),Rebound,Unknown,1,0,20
0022500299,31,PT09M24.00S,1,1610612756,PHX,1628415,Brooks,D. Brooks,107,65,13,Made,1,4,0,4,h,Brooks 13' Pullup Jump Shot (2 PTS),Made Shot,Pullup Jump shot,1,2,21
0022500299,32,PT09M14.00S,1,1610612743,DEN,1629661,Johnson,C. Johnson,0,0,0,,0,,,0,v,Johnson Lost Ball Turnover (P1.T4),Turnover,Lost Ball,1,0,22
0022500299,32,PT09M14.00S,1,1610612756,PHX,1628960,Allen,G. Allen,0,0,0,,0,,,0,h,Allen STEAL (2 STL),,,1,0,23
0022500299,34,PT09M11.00S,1,1610612756,PHX,1626220,O'Neale,R. O'Neale,5,1,1,Made,1,6,0,6,h,O'Neale 1' Running Dunk (2 PTS) (Allen 1 AST),Made Shot,Running Dunk Shot,1,2,24
0022500299,36,PT09M11.00S,1,0,,1610612743,,,0,0,0,,0,,,0,v,Nuggets Timeout: Regular (Reg.1 Short 0),Timeout,Regular,0,0,25
0022500299,37,PT09M01.00S,1,1610612743,DEN,1642461,Jones,S. Jones,0,0,0,,0,,,0,v,S. Jones OFF.Foul (P1) (P.Fraher),Foul,Offensive,1,0,26
0022500299,39,PT09M01.00S,1,1610612743,DEN,1642461,Jones,S. Jones,0,0,0,,0,,,0,v,S. Jones Offensive Foul Turnover (P1.T5),Turnover,Offensive Foul Turnover,1,0,27
0022500299,40,PT08M51.00S,1,1610612743,DEN,1631212,Watson,P. Watson,0,0,0,,0,,,0,v,Watson S.FOUL (P1.T1) (P.Fraher),Foul,Shooting,1,0,28
0022500299,43,PT08M51.00S,1,1610612756,PHX,1628415,Brooks,D. Brooks,0,0,0,,0,7,0,7,h,Brooks Free Throw 1 of 2 (3 PTS),Free Throw,Free Throw 1 of 2,1,0,29
0022500299,44,PT08M51.00S,1,1610612756,PHX,1628415,Brooks,D. Brooks,0,0,0,,0,8,0,8,h,Brooks Free Throw 2 of 2 (4 PTS),Free Throw,Free Throw 2 of 2,1,0,30
