TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED,SUPPLEMENTAL_STATUS
1611661322,2026,10,Shakira Austin,Shakira,shakira-austin,0,C,6-5,200,"JUL 25, 2000",26.0,4,Mississippi,1631022,#3 Pick in 2022 Draft,0
1611661322,2026,10,Alicia Florez,Alicia,alicia-florez,2,G,5-9,166,"APR 19, 2004",22.0,R,,1643644,Signed on 05/07/26,0
1611661322,2026,10,Rori Harmon,Rori,rori-harmon,3,G,5-6,146,"JAN 29, 2003",23.0,R,Texas,1643450,#34 Pick in 2026 Draft,1
1611661322,2026,10,Darianna Littlepage-Buggs,Darianna,darianna-littlepage-buggs,5,G-F,6-1,159,"SEP 23, 2003",22.0,R,Baylor,1643440,#30 Pick in 2026 Draft,1
1611661322,2026,10,Georgia Amoore,Georgia,georgia-amoore,8,G,5-6,155,"APR 03, 2001",25.0,R,Kentucky,1642781,#6 Pick in 2025 Draft,0
1611661322,2026,10,Michaela Onyenwere,Michaela,michaela-onyenwere,12,F,6-0,202,"AUG 10, 1999",27.0,5,UCLA,1630446,Signed on 04/12/26,0
1611661322,2026,10,Cassandre Prosper,Cassandre,cassandre-prosper,18,G,6-3,182,"JUN 25, 2005",21.0,R,Notre Dame,1643467,#19 Pick in 2026 Draft,0
1611661322,2026,10,Sonia Citron,Sonia,sonia-citron,22,G,6-1,175,"OCT 22, 2003",22.0,1,Notre Dame,1642785,#3 Pick in 2025 Draft,0
1611661322,2026,10,Cotie McMahon,Cotie,cotie-mcmahon,23,G,6-0,203,"MAY 04, 2004",22.0,R,Mississippi,1643430,#11 Pick in 2026 Draft,0
1611661322,2026,10,Angela Dugalic,Angela,angela-dugalic,32,F,6-4,199,"DEC 29, 2001",24.0,R,UCLA,1643455,#9 Pick in 2026 Draft,0
1611661322,2026,10,Lucy Olsen,Lucy,lucy-olsen,33,G,5-10,141,"MAY 26, 2003",23.0,1,Iowa,1642802,#23 Pick in 2025 Draft,0
1611661322,2026,10,Betnijah Laney-Hamilton,Betnijah,betnijah-laney-hamilton,44,G-F,6-0,166,"OCT 29, 1993",32.0,9,Rutgers,204335,Awarded on Waivers on 08/08/26,0
1611661322,2026,10,Kiki Iriafen,Kiki,kiki-iriafen,44,F,6-3,202,"AUG 26, 2003",22.0,1,Southern California,1642792,#4 Pick in 2025 Draft,0
1611661322,2026,10,Lauren Betts,Lauren,lauren-betts,51,C,6-7,,"OCT 15, 2003",22.0,R,UCLA,1643427,#4 Pick in 2026 Draft,0
